question_id,category,skill,difficulty,question,ideal_answer,keywords
BEH001,Behavioral / HR,Behavioral / HR,Easy,"Answer: Tell me about yourself.","Structure: background (education, work experience), current role/focus, skills relevant to position, career goals. Be concise (1-2 minutes). Example: Started as data analyst (3 years), moved to ML engineering role (2 years), passionate about building production systems, strong in Python, SQL, ML pipeline development. Why this company/role: research company values, role requirements, how skills align. Avoid generic responses. Show enthusiasm. Practice beforehand. End with: What would you like to know? Tailor to job description. Authenticity matters; memorization sounds robotic.","introduction,background,experience,skills,goals,concise,authentic,relevance"
BEH002,Behavioral / HR,Behavioral / HR,Easy,"Describe a situation where you overcame a challenge.","STAR method: Situation (context), Task (what you needed to do), Action (what you did), Result (outcome). Example: Situation: project behind schedule. Task: need to accelerate. Action: identified bottlenecks, optimized queries, parallelized work. Result: delivered on time, 20% performance improvement. Be specific (avoid generic). Quantify results. Focus on your actions and learnings. Multiple examples prepared (technical, teamwork, leadership). Authentic experiences more compelling than hypothetical. This reveals problem-solving, resilience, initiative. Employers want to see how you handle adversity.","challenge,STAR,situation,task,action,result,specific,authentic"
BEH003,Behavioral / HR,Behavioral / HR,Medium,"What are your strengths and weaknesses?","Strengths: be honest, relevant to role. Examples: analytical, attention to detail, communication, learning agility. Provide evidence/examples. Weaknesses: frame as area for growth, not a deal-breaker. Examples: perfectionism (learning to balance quality/speed), new to leadership (taking courses), public speaking (practicing). Show self-awareness and commitment to improvement. Avoid: generic (everyone has them), unrelated to role, dealbreakers (unreliability). Prepare 2-3 for each. Practice delivery; authenticity crucial. They want to know: self-awareness, whether weakness affects role, growth mindset.","strengths,weaknesses,self-awareness,growth,honest,relevant,evidence"
BEH004,Behavioral / HR,Behavioral / HR,Medium,"Describe a time you worked in a team. How did you contribute?","Discuss team setting, your role, contribution. Example: cross-functional project, owned data pipeline, collaborated with engineers/analysts, communicated progress, resolved conflicts. Show: collaboration, communication, reliability, problem-solving. Specific example > generic answer. STAR method works. Highlight: how you enabled team success, how you communicated, how you handled disagreement. Avoid: overstating your role, blaming others. They want: team player, communication, reliability, ability to work toward shared goals, respect for others' expertise.","team,collaboration,contribution,communication,conflict resolution,success"
BEH005,Behavioral / HR,Behavioral / HR,Medium,"Tell me about a time you failed or made a mistake.","Don't hide; show how you handled and learned. Example: built model, didn't validate on holdout set, poor production performance. Action: investigated root cause, added validation pipeline, fixed issue. Learning: importance of rigorous evaluation, production discipline. Frame positively: show humility, problem-solving, learning. Avoid: blaming others, defensive tone, trivial examples. They want: honesty, learning mindset, accountability, resilience. Choose significant example where you took responsibility, fixed it, improved. Shows maturity and growth orientation.","failure,mistake,learning,accountability,resilience,root cause,improvement"
BEH006,Behavioral / HR,Behavioral / HR,Medium,"Why do you want to work for this company? Why this role?","Research company: mission, products, culture, recent news. Role research: responsibilities, team, impact. Connect: values alignment, skill match, growth opportunity, mission resonance. Example: Company's focus on AI accessibility aligns with my passion for democratizing ML. Role's scope on deployment systems matches my strength in production engineering. Avoid: generic, clichéd, money-focused. Specific details show genuine interest. Ask questions about role/team. Mutual fit matters. Authenticity > perfectly polished answer.","motivation,company research,values alignment,growth,role,fit"
BEH007,Behavioral / HR,Behavioral / HR,Hard,"Walk me through a technical project you've built end-to-end.","Structure: problem statement (what you were solving, why it mattered), approach (architecture, tech choices, trade-offs), challenges (technical hurdles, how overcome), results (metrics, impact), learnings. Example: Built recommendation system: problem (engagement), approach (collaborative filtering + deep learning), challenge (scale - optimized with caching), results (15% engagement lift), learnings (importance of online evaluation). Practice delivery: technical depth + story. Interviewer may dig into tech (be ready to defend choices). Show business understanding (why metrics matter). End-to-end: requirements → design → build → test → deploy → measure.","project,end-to-end,architecture,challenges,results,metrics,learning,technical"
BEH008,Behavioral / HR,Behavioral / HR,Hard,"Describe a time you learned something new quickly.","Self-directed learning example. Context: new technology/domain needed. Action: took courses, read docs, built POC, asked experts. Timeline: compressed (weeks). Result: contributed significantly. Shows: learning agility, resourcefulness, growth mindset, initiative. Tech industry values continuous learning. Examples: new language/framework, ML concept, domain (healthcare, finance). Avoid: course = learning (show application). Success story > struggle story (but ok to mention difficulty overcome). This reveals: can you adapt to rapidly changing environment? Are you self-motivated?","learning,new skills,self-directed,agility,resourcefulness,POC,growth mindset"
BEH009,Behavioral / HR,Behavioral / HR,Hard,"Tell me about conflict with a colleague and how you resolved it.","Honest, professional example. Context: disagreement (technical approach, process, priority). Your action: listened (understand their perspective), found common ground, discussed trade-offs, reached compromise/decision, moved forward. Result: better solution, relationship maintained. Learning: importance of communication, respect for different views. Avoid: blaming, holding grudge, unresolved. Show: maturity, communication, empathy, resolution focus. Everyone has conflicts; how you handle matters. Professional respect despite disagreement is key. Show you can disagree constructively and move forward.","conflict,resolution,perspective,compromise,communication,empathy,professional"
PY024,Python,Python,Hard,"Explain what a closure is in Python with an example.","A closure is a nested function that captures variables from its enclosing function's scope even after the outer function returns. Example: def outer(x): def inner(): return x*2; return inner. inner function 'remembers' x. Closures enable function factories and decorators. Variables captured by value if reassigned, by reference if modified in nested function. Nonlocal keyword allows inner function to modify outer scope variables. Example: counter = outer_counter(); counter() increments shared counter. Closures combine function and environment (state). Powerful for callbacks, event handlers, decorators.","closure,nested function,scope,nonlocal,capture,decorator,callback,environment"
PY025,Python,Python,Medium,"Explain slice objects and advanced slicing techniques.","Slicing creates subsequences using syntax [start:stop:step]. Slice objects: slice(start, stop, step) can be assigned or reused. Example: s = slice(1, 5, 2) then arr[s] equivalent to arr[1:5:2]. Negative indices: arr[-3:] last 3 elements. Negative step reverses: arr[::-1] reverses list. Multiple colons extend to multiple dimensions: arr[1:3, 2:5] for 2D. Named slices improve readability: MIDDLE = slice(1, -1). Custom __getitem__ enables slicing for user classes. Slicing creates views or copies depending on type.","slicing,slice object,start,stop,step,negative,reverse,indexing"
PY026,Python,Python,Easy,"What is the difference between deepcopy and shallow copy?","Shallow copy copies object but not nested objects. Nested objects point to same originals. Example: a = [[1,2], [3,4]]; b = a.copy(); modify b[0][0] also changes a[0][0]. Deep copy copies object and recursively copies all nested objects. Example: import copy; b = copy.deepcopy(a); modify b[0][0] doesn't affect a. Use copy.copy() for shallow, copy.deepcopy() for deep. Important when objects contain mutable nested collections. Performance: deep copy slower but safer.","deepcopy,shallow copy,nested,mutable,copy module,recursive,safety"
PY027,Python,Python,Medium,"Explain the '*' and '**' operators for unpacking.","* unpacks iterables into positional arguments. Example: args = [1,2,3]; func(*args) passes as func(1,2,3). In function definition: def func(*args) collects into tuple. ** unpacks dictionaries into keyword arguments. Example: kwargs = {'x': 1, 'y': 2}; func(**kwargs) passes as func(x=1, y=2). In definition: def func(**kwargs) collects into dictionary. Can combine: def func(*args, **kwargs). Extended unpacking: a, *middle, z = [1,2,3,4,5] assigns a=1, middle=[2,3,4], z=5.","unpacking,*,**,args,kwargs,operator,dictionary,iterable"
PY028,Python,Python,Hard,"Explain Python's descriptor protocol and how properties use it.","Descriptors implement __get__, __set__, __delete__ methods, intercepting attribute access. Properties are descriptors. Data descriptors define __set__; non-data only __get__. Data descriptors override instance __dict__. Example: class Descriptor: def __get__(self, obj, type): ...; def __set__(self, obj, value): ... Property decorator creates data descriptor. Used for computed properties, validation, lazy loading. Descriptors more powerful than properties (enable custom behavior). Understanding descriptors crucial for advanced Python.","descriptor protocol,__get__,__set__,__delete__,property,attribute access,interception"
PY029,Python,Python,Easy,"What are comprehensions? Explain dict and set comprehensions.","Comprehensions create collections concisely. List: [expr for item in iterable if condition]. Dict: {key: value for item in iterable if condition}. Set: {expr for item in iterable if condition}. Tuple: (expr for item in iterable) (generator, not stored). All faster than loops. Example: {x: x**2 for x in range(5)} creates {0:0, 1:1, 2:4, 3:9, 4:16}. Nested: {x: [y for y in range(x)] for x in range(3)}. Readability: simple comprehensions clear; complex ones use loops. Pythonic way.","comprehension,list,dict,set,generator,concise,nested,Pythonic"
PY030,Python,Python,Medium,"Explain abstractmethod and abstract base classes (ABC).","Abstract base classes define interfaces enforcing subclass implementation. Use abc module. @abstractmethod decorator marks methods subclasses must implement. Example: from abc import ABC, abstractmethod; class Animal(ABC): @abstractmethod def speak(self). Subclass must implement speak or it's abstract too. Instantiating abstract class raises TypeError. Useful for defining contracts, frameworks, plugin systems. Multiple inheritance with ABC possible. isinstance() checks if object follows interface even without inheriting (structural vs nominal).","abstractmethod,ABC,abstract base class,interface,inheritance,implementation,contract"
PY031,Python,Python,Hard,"Explain asyncio and async/await for asynchronous programming.","Asyncio enables asynchronous I/O using coroutines. async def function defines coroutine. await keyword pauses and resumes (not blocking). Example: async def fetch(url): data = await get(url); process(data). asyncio.run() runs coroutine. asyncio.gather() runs multiple concurrently. Event loop manages execution. Concurrency (not parallelism): single thread, interleaved execution, context switches at await. Useful for I/O-bound (network, file) operations. Avoids overhead of threading. Code remains readable compared to callbacks.","asyncio,async,await,coroutine,event loop,concurrent,I/O-bound,non-blocking"
SQL016,SQL,SQL,Hard,"Explain transaction control: COMMIT, ROLLBACK, SAVEPOINT.","Transaction is unit of work ensuring data consistency. COMMIT saves changes permanently. ROLLBACK undoes changes since transaction start. SAVEPOINT creates checkpoint within transaction, ROLLBACK TO reverts to checkpoint. Example: BEGIN; INSERT...; SAVEPOINT sp1; UPDATE...; ROLLBACK TO sp1; DELETE...; COMMIT. Atomicity: all-or-nothing (all succeed or all fail). Isolation levels control concurrency (SERIALIZABLE, REPEATABLE READ, READ COMMITTED, READ UNCOMMITTED). Deadlocks possible when transactions conflict. Transactions crucial for data integrity.","transaction,COMMIT,ROLLBACK,SAVEPOINT,atomicity,isolation,consistency,deadlock"
SQL017,SQL,SQL,Medium,"Explain LIKE and pattern matching in SQL.","LIKE operator searches for pattern in text. '%' matches any characters (0 or more). '_' matches single character. Example: SELECT * FROM users WHERE email LIKE '%@gmail.com'. Case-insensitive by default (database-dependent). LIKE '%_%._%' matches email pattern (contains @). ILIKE (PostgreSQL) case-insensitive. NOT LIKE negates. Wildcard positions: LIKE 'J%' starts with J, LIKE '%J%' contains J. REGEXP (MySQL, PostgreSQL) regex patterns (more powerful but complex). Performance: pattern matching slower than exact match; indexes may not help.","LIKE,pattern matching,%,_,wildcard,regex,case-insensitive"
SQL018,SQL,SQL,Medium,"Explain DISTINCT and COUNT(DISTINCT column).","DISTINCT removes duplicates from results. SELECT DISTINCT city FROM users returns unique cities. COUNT(DISTINCT column) counts unique values. Example: SELECT COUNT(DISTINCT user_id) counts unique users. Without DISTINCT, COUNT(user_id) counts all rows (including duplicates). Useful for data quality checks (how many unique values in column). Performance: DISTINCT slower on large datasets; group by alternative. Example: SELECT city, COUNT(*) FROM users GROUP BY city (groups by unique cities, counts per city).","DISTINCT,unique,COUNT,removal,duplicate,group by,alternative"
SQL019,SQL,SQL,Easy,"Explain LIMIT and OFFSET for pagination.","LIMIT restricts number of rows returned. SELECT * FROM users LIMIT 10 returns first 10 rows. OFFSET skips rows. SELECT * FROM users LIMIT 10 OFFSET 20 skips 20, returns next 10 (rows 21-30). Pagination: LIMIT n OFFSET (page-1)*n. Example: page 3, size 10: LIMIT 10 OFFSET 20. ORDER BY should precede LIMIT for consistent ordering. LIMIT 0 returns no rows. Useful for UI pagination, APIs. Alternative: LIMIT n ROWS FETCH FIRST n ROWS (SQL standard).","LIMIT,OFFSET,pagination,rows,page,skip,ORDER BY,consistent"
SQL020,SQL,SQL,Hard,"Explain triggers and stored procedures.","Trigger automatically executes in response to INSERT, UPDATE, or DELETE. Example: CREATE TRIGGER log_insert AFTER INSERT ON users BEGIN INSERT INTO audit_log VALUES(...); END. Stored procedure is reusable SQL code. Example: CREATE PROCEDURE get_user(IN user_id INT) BEGIN SELECT * FROM users WHERE id = user_id; END. CALL get_user(5) executes. Procedures reduce network traffic (logic server-side). Triggers enforce business rules, maintain audit trails. Drawbacks: logic in database (hard to version, test); reduces flexibility. Use judiciously.","trigger,stored procedure,AFTER,BEFORE,business rule,audit,reusable,database logic"
ML016,Machine Learning,Machine Learning,Medium,"Explain label encoding and one-hot encoding.","Both convert categorical variables to numerical. Label encoding assigns integer to each category. Example: ['red', 'green', 'blue'] → [0, 1, 2]. Fast, works with tree models. Problem: implies order (blue > red), doesn't work with distance-based algorithms. One-hot encoding creates binary column per category. Example: red = [1,0,0], green = [0,1,0]. No implied order, works with all algorithms. Problem: increases dimensionality (curse of dimensionality with many categories). Use label encoding for tree models; one-hot for others. Binary encoding (intermediate, uses log2(n) bits) for many categories.","label encoding,one-hot encoding,categorical,ordinal,binary encoding,dimensionality,sparse"
ML017,Machine Learning,Machine Learning,Hard,"Explain gradient descent and stochastic gradient descent (SGD).","Gradient descent iteratively updates parameters to minimize loss. Direction: opposite of gradient (steepest descent). Learning rate controls step size. Update: param = param - learning_rate * gradient. Batch GD uses entire dataset (stable, computationally expensive). Stochastic GD (SGD) uses single sample (noisy, fast). Mini-batch GD uses subset (compromise). Learning rate critical: too high (diverges), too low (slow). Adaptive methods (Adam, RMSprop) adjust per parameter. Convergence: reaches local minimum (global if convex loss). Momentum accelerates convergence.","gradient descent,SGD,learning rate,batch,mini-batch,convergence,descent,minimum"
ML018,Machine Learning,Machine Learning,Medium,"Explain data imbalance and techniques to handle it.","Data imbalance: unequal class distribution. Example: 95% negative, 5% positive. Problem: model biased toward majority class, accuracy misleading. Metrics: use precision, recall, F1, ROC-AUC (not accuracy). Handling: oversampling (duplicate minority), undersampling (remove majority), SMOTE (synthetic minority), class weights (penalize minority mistakes more), threshold adjustment. Cost-sensitive learning: higher cost for minority misclassification. Combine techniques. Stratified split: preserve class distribution in train/test.","imbalance,class distribution,oversampling,undersampling,SMOTE,F1,precision,recall"
ML019,Machine Learning,Machine Learning,Medium,"Explain hyperparameter tuning and cross-validation together.","Hyperparameters (not learned from data): learning rate, regularization, tree depth. Tuning finds optimal values. GridSearchCV tries all combinations; RandomizedSearchCV samples randomly. Cross-validation evaluates each combination using multiple train-test splits (avoids overfitting to single split). Nested CV: outer loop evaluates; inner loop tunes. Time-consuming. Start with defaults, coarse search, fine search. Early stopping monitors validation loss, stops training if no improvement. Nested CV more robust but expensive; outer CV estimates generalization.","hyperparameter tuning,GridSearchCV,RandomizedSearchCV,cross-validation,nested CV,early stopping"
ML020,Machine Learning,Machine Learning,Hard,"Explain the curse of dimensionality.","Curse of dimensionality: as features increase, data becomes sparse and high-dimensional. Problems: 1) more data needed for same coverage (exponential growth), 2) distances become meaningless (all equidistant), 3) overfitting (more features = more parameters), 4) computation expensive, 5) visualization impossible. Example: 100 features, training 10^100 points to cover space. Solutions: feature selection (remove irrelevant), dimensionality reduction (PCA), regularization, domain knowledge. Trade-off: fewer features = better generalization, but may lose information. Relevant for distance-based (KNN, SVM, clustering) and high-dimensional data.","curse of dimensionality,features,sparsity,overfitting,distance,feature selection,PCA,reduction"
STAT011,Statistics,Statistics,Hard,"Explain A/B testing and statistical significance.","A/B testing compares two versions (A: control, B: treatment). Randomly assign users to versions. Measure metric (conversion, retention, etc.). Test for statistical significance using hypothesis test. Null: no difference. If p < 0.05, reject null (significant difference). Multiple comparisons problem: more tests = higher false positive rate (correct with Bonferroni). Sample size calculation: power (probability of detecting true effect), significance level (alpha), effect size. Common pitfall: stopping early when significant (p-hacking). Valid when: random assignment, sufficient sample size, pre-registered hypothesis.","A/B testing,control,treatment,significance,hypothesis test,p-value,power,sample size"
STAT012,Statistics,Statistics,Medium,"Explain effect size and its importance.","Effect size measures magnitude of difference (e.g., between groups). P-value shows significance (existence of effect); effect size shows importance. Common measures: Cohen's d (difference in means / std dev), correlation coefficient, odds ratio. Small d=0.2, medium d=0.5, large d=0.8. Important for: interpreting results (statistical vs practical significance), planning studies (power analysis), meta-analysis. P-value depends on sample size (large samples show significance for tiny effects). Effect size independent of sample size. Report both p-value and effect size.","effect size,Cohen's d,significance,practical importance,magnitude,power analysis,meta-analysis"
DS007,Data Science,Data Science,Hard,"Explain time series analysis and seasonality/trend.","Time series: data ordered by time. Trend: long-term direction (increasing/decreasing). Seasonality: repeating patterns (daily, monthly, yearly). Noise: random variation. Decomposition separates components. ARIMA (AutoRegressive Integrated Moving Average) models trends. Seasonal decomposition identifies patterns. Lagging: using previous values as features. Autocorrelation: correlation with past values. Challenges: non-stationarity (mean/variance change), missing values, handling future. Forecasting: predict future values. Applications: stock prices, weather, demand, sensor data. Time series CV maintains temporal order (no future leakage).","time series,trend,seasonality,decomposition,ARIMA,autocorrelation,forecasting,stationarity"
DS008,Data Science,Data Science,Hard,"Explain data visualization importance and choose appropriate plots.","Visualization reveals patterns, outliers, trends faster than numbers. Plot types: histogram (distribution), scatter (relationships), box plot (outliers, quartiles), heatmap (2D data, correlations), line plot (trends), bar chart (categories). Tools: Matplotlib, Seaborn, Plotly. Principles: appropriate chart for data, clear labels, avoid distortion, color blindness-friendly. Exploratory: understand data. Explanatory: communicate insights. Storytelling: guide viewer through insights. Design: minimize cognitive load. Accessibility: legends, annotations. Interactive plots (Plotly, D3) explore data dynamically.","visualization,plot types,exploratory,explanatory,storytelling,design,accessibility"
DS009,Data Science,Data Science,Medium,"Explain model interpretability and explainability.","Interpretability: understanding why model makes prediction. Explainability: explaining decision to others. Importance: regulatory (GDPR), user trust, debugging. Techniques: feature importance (tree models), SHAP values (game theory, model-agnostic), LIME (local approximation), attention weights (neural networks), coefficients (linear models). Black-box vs interpretable: neural networks harder to interpret; decision trees transparent. Trade-off: interpretability vs accuracy (often inverse). New regulations require explanation. Explainability techniques increasingly developed.","interpretability,explainability,feature importance,SHAP,LIME,transparency,black-box,trust"
DS010,Data Science,Data Science,Hard,"Explain model validation, evaluation metrics, and overfitting.","Validation estimates generalization to new data. Train/test split (single evaluation). Cross-validation (multiple splits, average). Holdout validation set (for hyperparameter tuning). Metrics: regression (MAE, RMSE, R²), classification (accuracy, precision, recall, F1, ROC-AUC). Overfitting: model memorizes training data. Signs: high train accuracy, low test accuracy. Underfitting: model too simple. Solutions: regularization, cross-validation, more data, simpler model. Learning curves: plot train/test accuracy vs data size (diagnose bias/variance). Confusion matrix: true/false positives/negatives.","validation,evaluation,metrics,overfitting,underfitting,cross-validation,learning curves,generalization"
PD009,Pandas,Pandas,Hard,"Explain time-based operations in Pandas: resample, rolling, expanding.","Resample changes frequency: df.resample('D').sum() daily totals. Upsampling (frequent) vs downsampling (less frequent). Rolling computes moving statistics: df['price'].rolling(window=7).mean() 7-day moving average. Min_periods parameter includes partial windows. Expanding: df['price'].expanding().mean() cumulative average. Shift: df['price'].shift(1) previous value (NaN for first). Diff: df['price'].diff() change from previous. Pct_change: percentage change. Essential for time series analysis. DatetimeIndex needed for time operations.","resample,rolling,expanding,window,shift,diff,time series,frequency"
PD010,Pandas,Pandas,Medium,"Explain Pandas multi-indexing (hierarchical index).","Multi-index (hierarchical) organizes data by multiple levels. Create: df = pd.DataFrame(..., index=pd.MultiIndex.from_tuples(...)). Access: df.loc[('level1_val', 'level2_val')]. Unstack/stack convert between multi-index and wide/long format. Level names aid clarity. Sorting: sort_index(level=0). Swaplevel: exchange index level order. Benefits: organizes complex data, enables groupby on index. Useful for time series (date, ticker), cross-sections (country, year).","multi-index,hierarchical,unstack,stack,level,sorting,wide,long format"
NP007,NumPy,NumPy,Hard,"Explain NumPy's linear algebra operations: dot, matrix multiplication, eigenvalues.","np.dot(a, b) computes dot product (1D) or matrix multiplication (2D). @operator equivalent: a @ b (Python 3.5+). np.linalg.inv(matrix) computes inverse. np.linalg.det(matrix) determinant. np.linalg.eig(matrix) eigenvalues/eigenvectors. Svd: np.linalg.svd(matrix) singular value decomposition. Norm: np.linalg.norm(vector) vector magnitude. Solving linear systems: np.linalg.solve(A, b) solves Ax=b. Cholesky decomposition: np.linalg.cholesky(matrix). Important for: optimization, dimensionality reduction, machine learning. NumPy wraps LAPACK (fast, optimized).","linear algebra,dot product,matrix,inverse,eigenvalues,SVD,determinant,LAPACK"
SK007,Scikit-learn,Scikit-learn,Hard,"Explain feature importance and model interpretability in Scikit-learn.","Tree-based models (RandomForest, XGBoost) provide feature_importances_. Example: model.fit(X, y); importances = model.feature_importances_. Measures: Gini/entropy importance (split frequency), permutation importance (drop feature, measure performance loss). Permutation more reliable: from sklearn.inspection import permutation_importance. Coefficient interpretation for linear models: positive = feature increases prediction, magnitude = strength. Careful: correlation vs causation. SHAP values model-agnostic explanation. Feature importance guides feature selection, debugging, business insights.","feature importance,tree-based,Gini,permutation,coefficient,SHAP,interpretability,debugging"
SK008,Scikit-learn,Scikit-learn,Hard,"Explain model selection and comparison strategies.","Cross-validation compares models: cross_val_score(model1, X, y) vs cross_val_score(model2, X, y). Statistical test: paired t-test if scores from same folds. Nested CV: outer for evaluation, inner for hyperparameter tuning. Hold out test set: final evaluation on unseen data (don't use for tuning). Metrics: baseline model (simple, interpretable), complex model (ensemble). Calibration plot: predicted vs actual probability. Learning curves: diagnose bias/variance. Complexity: simpler models preferred (Occam's razor) if similar performance.","model selection,comparison,cross-validation,statistical test,nested CV,baseline,calibration,complexity"
DL011,Deep Learning,Deep Learning,Medium,"Explain transfer learning and fine-tuning.","Transfer learning uses pre-trained models (trained on large dataset like ImageNet) on new task. Advantages: faster training, requires less data, better performance. Approaches: use pre-trained features (freeze layers, train final layers only), fine-tune (unfreeze layers, train with low learning rate). Example: load ResNet50 (trained on ImageNet), replace final layer with custom output, fine-tune on medical images. Layer freezing: freeze early layers (general features), train later layers (specific to task). Learning rate lower for fine-tuning (avoid overwriting learned features). State-of-the-art for image/NLP tasks when data limited.","transfer learning,fine-tuning,pre-trained,freeze,layers,learning rate,ImageNet,feature extraction"
DL012,Deep Learning,Deep Learning,Medium,"Explain batch size and its effect on training.","Batch size: number of samples per gradient update. Larger batch: smoother gradient (stable), faster computation, but may get stuck in local minima. Smaller batch: noisier gradient (may escape local minima), slower, more memory-efficient per batch but more iterations. Trade-off: stability vs exploration. Typical: 32, 64, 128, 256. GPU memory limits batch size. Batch normalization reduces sensitivity to batch size. Learning rate interacts with batch size (larger batches may need smaller learning rate). Momentum/Adam optimizers handle varying batches. Micro-batching: gradient accumulation (simulate larger batch without more memory).","batch size,gradient,computation,memory,stability,local minima,normalization,learning rate"
SK009,Scikit-learn,Scikit-learn,Easy,"Explain common Scikit-learn model types and when to use each.","Linear models: LinearRegression (fast, interpretable), LogisticRegression (classification), Ridge/Lasso (regularization). Tree models: DecisionTreeClassifier (interpretable, fast), RandomForestClassifier (robust, high-dimensional). Distance: KNeighborsClassifier (simple, no training), SVM (powerful, needs scaling). Ensemble: VotingClassifier (combine models), GradientBoostingClassifier (strong). Unsupervised: KMeans (clustering), PCA (dimensionality reduction). Start with simple (linear), move to complex if needed. Combination: ensemble (voting, stacking). Domain knowledge guides selection.","model types,LinearRegression,LogisticRegression,RandomForest,SVM,KMeans,ensemble,trade-offs"
ALG011,Data Structures & Algorithms,Data Structures & Algorithms,Medium,"Explain two-pointer technique and sliding window.","Two-pointer: maintain pointers at start/end, move toward center or solve problems. Example: sorted two-sum (find pair summing to target). Left pointer at start, right at end, move based on sum vs target. Efficient for: sorted arrays, linked lists, partitioning. Sliding window: maintain window of elements, slide right boundary, shrink left boundary. Example: longest substring without repeating characters. Efficient for: subarray problems, pattern matching. Both avoid nested loops (O(n²) → O(n)). Requires understanding problem structure.","two-pointer,sliding window,subarray,substring,efficient,optimization,O(n)"
ALG012,Data Structures & Algorithms,Data Structures & Algorithms,Medium,"Explain DFS and BFS difference and use cases.","DFS (Depth-First Search): explore deeply before backtracking. Stack-based (implicit in recursion). Example: visit root, go deep in first child, backtrack. Use cases: topological sort, cycle detection, path problems. BFS (Breadth-First Search): explore level-by-level. Queue-based. Example: visit all neighbors before going deeper. Use cases: shortest path (unweighted), connected components, level-by-level traversal. DFS: simpler (recursion), less memory (stack vs queue). BFS: finds shortest path (unweighted). Time both O(V+E); space differs. Choose based on problem.","DFS,BFS,depth,breadth,stack,queue,shortest path,recursion"
ALG013,Data Structures & Algorithms,Data Structures & Algorithms,Hard,"Explain backtracking and provide examples (N-Queens, Sudoku).","Backtracking: explore all possible solutions, abandon path when it can't lead to solution. Recursive with constraint checking. Example N-Queens: place queen on row, check column/diagonal constraints, recursively place next row. If no valid position, backtrack (try previous placement). Example Sudoku: fill cell, check row/column/box constraints, recursively fill next cell. Backtrack if contradiction. Efficient than brute-force (prune invalid branches). Time: potentially exponential (worst case all solutions). Used for constraint satisfaction problems, permutations, combinatorics.","backtracking,recursion,constraint,pruning,N-Queens,Sudoku,combinatorics,exploration"
BEH010,Behavioral / HR,Behavioral / HR,Easy,"What are your career goals?","Be specific, realistic, time-bound. Example: 5-year goal: lead ML engineering team, mentor junior engineers, impact production systems at scale. Next 1-2 years: deepen deployment expertise, lead cross-functional projects. Align with role: this role a step toward goals? Show ambition but not restlessness. Avoid: different field (suggests you'll leave), too vague, unrealistic. Company wants: will you grow with us or get bored? Staying and contributing? Connect to company values/opportunities. Growth path within company attractive. Flexibility shows you think long-term.","career goals,growth,specific,time-bound,alignment,ambition,future"
